timestamp,packet_size,flow_hash
1739820881.498046,200,
1739820881.498046,188,
1739820881.498046,243,
1739820881.598429,74,
1739820881.598978,74,
1739820881.599266,74,
1739820881.635134,102,
1739820881.646129,90,
1739820881.646129,99,
1739820881.909153,66,ce7db5838b6dc52d77f459fc03102de6c755e32d88fc55ddc6343456d87fe430
1739820881.93638,60,03fe5e3416d92f60bec98275fb23faf271b130363cb67c8fe92558b5271af275
1739820881.990582,167,
1739820881.998009,538,
1739820881.999163,87,
1739820882.139578,387,
1739820882.139578,387,
1739820882.213736,218,
1739820882.344746,387,
1739820882.344746,387,
1739820882.440379,66,ce7db5838b6dc52d77f459fc03102de6c755e32d88fc55ddc6343456d87fe430
1739820882.541957,60,03fe5e3416d92f60bec98275fb23faf271b130363cb67c8fe92558b5271af275
1739820882.543529,66,a3ee00dab972758c82fb261733d6782a8cc7ea1b0612397bc85f69b5be1bd0b0
1739820882.552804,60,090ec7d5db68f62f07d0dbec292d5063d535bf23ee7526812190f136f61da572
1739820882.978174,90,
1739820882.978398,90,
1739820882.978523,90,
1739820882.979085,85,
1739820883.044997,118,
1739820883.044997,115,
1739820883.044997,106,
1739820883.065709,66,a3ee00dab972758c82fb261733d6782a8cc7ea1b0612397bc85f69b5be1bd0b0
1739820883.156057,90,
1739820883.15626,90,
1739820883.156372,90,
1739820883.175611,118,
1739820883.175611,106,
1739820883.175611,115,
1739820883.311302,60,090ec7d5db68f62f07d0dbec292d5063d535bf23ee7526812190f136f61da572
1739820883.345125,124,
1739820883.34529,124,
1739820883.345423,124,
1739820883.356829,60,8e8c46fb053b14da50093aabd41413da69b83680bbf37b8bb5cbd189604033af
1739820883.356915,54,5d7b32786f89603222c19ef48dacc1a7a368ef416213ad1ccfb93d29c23efe80
1739820883.409623,140,
1739820883.409623,152,
1739820883.413746,149,
1739820883.649222,344,
1739820883.649222,93,
1739820883.748919,77,
1739820883.80388,93,
1739820883.822699,66,a3ee00dab972758c82fb261733d6782a8cc7ea1b0612397bc85f69b5be1bd0b0
1739820883.832657,60,090ec7d5db68f62f07d0dbec292d5063d535bf23ee7526812190f136f61da572
1739820883.844682,87,
1739820883.845002,87,
1739820883.845221,87,
1739820883.858901,115,
1739820883.858901,103,
1739820883.858901,112,
1739820883.993048,167,
1739820884.003035,538,
1739820884.029691,387,
1739820884.029691,387,
1739820884.160927,93,
1739820884.170911,85,
1739820884.19942,87,
1739820884.265212,218,
1739820884.298157,387,
1739820884.298157,387,
1739820884.340803,66,a3ee00dab972758c82fb261733d6782a8cc7ea1b0612397bc85f69b5be1bd0b0
1739820884.355045,60,090ec7d5db68f62f07d0dbec292d5063d535bf23ee7526812190f136f61da572
1739820884.368051,465,
1739820884.368051,401,
1739820884.544804,124,
1739820884.545323,124,
1739820884.545991,124,
1739820884.62015,149,
1739820884.62015,152,
1739820884.62015,140,
1739820884.704916,75,
1739820884.705275,75,
1739820884.705479,75,
1739820884.71641,147,
1739820884.71641,135,
1739820884.71641,215,
1739820884.823882,85,
1739820884.824334,85,
1739820884.824647,85,
1739820884.828907,82,
1739820884.829339,82,
1739820884.829641,82,
1739820884.864297,66,a3ee00dab972758c82fb261733d6782a8cc7ea1b0612397bc85f69b5be1bd0b0
1739820884.877441,113,
1739820884.878167,145,
1739820884.878167,101,
1739820884.878167,190,
1739820884.878167,250,
1739820884.87946,250,
1739820884.87946,60,090ec7d5db68f62f07d0dbec292d5063d535bf23ee7526812190f136f61da572
1739820884.880696,66,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820884.960052,66,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820884.960179,54,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820884.960621,1882,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.122878,1514,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.215436,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.215436,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.215436,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.215436,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.215436,781,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.215436,60,e716e3f7e6aa713626a0fce829510fe5e4842bbaa96421478c431039f4d7b259
1739820885.215584,54,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.217022,134,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.217179,146,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.217298,516,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.276845,66,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285183,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285183,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285183,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285448,341,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285448,341,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.285499,54,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.404602,115,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,85,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,293,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,1514,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404602,241,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.404725,54,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.40525,85,67374604041014573ddef4d0677876f0638e38a8cfd8b9a3f6afe895fd42771a
1739820885.608285,60,0571daa8bc6d1c015b4e2d5ba2303169aeeedba579eed354dd0f91c00804e534
1739820885.632002,87,
1739820885.632275,87,
1739820885.632434,87,
1739820885.645726,168,
1739820885.645726,156,
1739820885.654955,216,
1739820885.827664,60,06303edb9a393f48b22b335859297fe2fa4a60406989c2253cab6a296802b681
1739820885.953221,167,
1739820885.972403,87,
1739820886.024242,538,
1739820886.073682,387,
1739820886.073682,387,
1739820886.141153,89,
1739820886.141472,89,
1739820886.141649,89,
1739820886.149456,114,
1739820886.149456,105,
1739820886.149456,117,
1739820886.208785,218,
1739820886.298216,387,
1739820886.298216,387,
1739820886.355121,87,
1739820886.355428,87,
1739820886.355623,87,
1739820886.35749,74,
1739820886.357733,74,
1739820886.357972,74,
1739820886.363757,115,
1739820886.363757,147,
1739820886.363757,103,
1739820886.365732,102,
1739820886.365732,90,
1739820886.365732,99,
1739820886.458461,60,10c83a5a9d085cc82c335cfadf709b7d507830e10556295ae94f35358daf00f1
1739820887.965239,167,
1739820887.969077,87,
1739820888.154537,218,
1739820889.763216,86,
1739820889.763549,86,
1739820889.763764,86,
1739820889.777547,345,
1739820889.777547,321,
1739820889.777547,363,
1739820889.966796,87,
1739820889.97216,167,
1739820890.125836,387,
1739820890.125836,387,
1739820890.20444,218,
1739820890.320252,387,
1739820890.320252,387,
1739820890.939019,538,
1739820891.265209,66,70068f80938f336a7acd49566921526ada809ceedc67c922f5697ae4f4670c0b
1739820891.346037,66,e21de0d174096794f781981b2b4c1d75f18ff4c878b78eb547173cac3e3a021d
1739820891.346175,54,70068f80938f336a7acd49566921526ada809ceedc67c922f5697ae4f4670c0b
1739820891.347547,1792,70068f80938f336a7acd49566921526ada809ceedc67c922f5697ae4f4670c0b
1739820891.350006,60,e21de0d174096794f781981b2b4c1d75f18ff4c878b78eb547173cac3e3a021d
1739820891.350006,60,e21de0d174096794f781981b2b4c1d75f18ff4c878b78eb547173cac3e3a021d
1739820891.35205,60,e21de0d174096794f781981b2b4c1d75f18ff4c878b78eb547173cac3e3a021d
1739820891.481743,318,
1739820891.517216,70,
1739820891.549371,111,
1739820891.54976,77,
1739820891.583406,66,
1739820891.643581,465,
1739820891.739336,465,
1739820891.839141,77,
1739820891.968529,87,
1739820891.98268,167,
1739820891.991046,538,
1739820892.022688,387,
1739820892.022688,387,
1739820892.056603,465,
1739820892.056603,218,
1739820892.241141,86,
1739820892.255534,1222,
1739820892.391883,387,
1739820892.391883,387,
1739820892.681466,72,
1739820892.681784,72,
1739820892.736195,343,
1739820892.736195,339,
1739820893.279913,1222,
1739820893.81247,86,
1739820893.812547,86,
1739820893.822812,242,
1739820893.822812,254,
1739820893.97395,87,
1739820893.989579,167,
1739820893.995154,538,
1739820894.071582,387,
1739820894.079461,387,
1739820894.094103,218,
1739820894.328727,387,
1739820894.328727,387,
1739820894.539342,78,
1739820894.539576,78,
1739820894.539699,78,
1739820894.541454,78,
1739820894.541609,78,
1739820894.54921,285,
1739820894.54921,262,
1739820894.54921,237,
1739820894.551041,285,
1739820894.551041,237,
1739820894.682301,94,
1739820894.682598,94,
1739820894.682754,94,
1739820894.690954,347,
1739820894.690954,323,
1739820894.690954,365,
1739820895.14949,95,
1739820895.149615,95,
1739820895.161867,223,
1739820895.161867,284,
1739820895.173451,66,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.231314,1222,
1739820895.242277,66,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.242394,54,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.248517,351,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.318785,153,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.319039,54,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.325503,422,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.41065,1514,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.41065,1514,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.41065,1514,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.41065,1514,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.41065,610,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.410869,54,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.416269,128,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.437698,1298,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.43785,1087,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.486326,157,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.486446,54,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.561149,60,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.561149,60,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.561149,543,97b026e04675d92c39bff13821533537b6bf096dd7ea8eb2d532d8f7b47a3447
1739820895.561936,54,d4d73f63d3aada900058f77ec0a5193db3034435c8e71202e351f8804f96a844
1739820895.684345,86,
1739820895.684536,86,
1739820895.699636,159,
1739820895.699636,171,
1739820895.973272,87,
1739820896.01281,167,
1739820896.066343,538,
1739820896.239067,74,
1739820896.239305,74,
1739820896.239472,74,
1739820896.269136,285,
1739820896.269136,261,
1739820896.269136,306,
1739820896.275902,79,
1739820896.276051,79,
1739820896.284167,171,
1739820896.28532,195,
1739820896.358299,76,
1739820896.358672,76,
1739820896.358997,76,
1739820896.469713,350,
1739820896.469713,265,
1739820896.469713,346,
1739820896.471835,66,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.496033,81,
1739820896.496145,81,
1739820896.50366,160,
1739820896.50366,160,
1739820896.51882,73,
1739820896.519141,73,
1739820896.526791,233,
1739820896.526791,277,
1739820896.527862,66,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.53605,66,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.536216,54,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.538846,798,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.549028,60,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.549028,153,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.54922,54,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.553937,66,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.554069,54,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.554587,1876,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.557045,869,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.564134,60,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.567953,1514,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.567953,1514,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.567953,1514,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.567953,1514,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.567953,569,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.568169,54,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.571508,128,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.572253,134,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.572484,856,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.580286,60,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580286,513,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580286,116,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580286,60,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580286,85,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580532,54,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.580801,240,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580801,85,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.580904,54,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.581888,85,001335f9730ab0c0f8082b191688a946292e8078fc9cb342f8eb29031a2bb37a
1739820896.588252,60,1730292e67f57777aa2017965a270d938dfbdda4783cb6d4c20f834948313abe
1739820896.639906,60,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,1514,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.639906,281,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.640108,54,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.645969,147,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.727547,105,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.728057,966,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.822342,950,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820896.822484,54,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.8231,54,98839640ffb6f836a0349c0de098466d79d35da09c71949841974faa0a0a8692
1739820896.912244,60,442ead5ce8ba68aaad10192667ea886dc7a7cb60bb349fa46990021e2ba04a3c
1739820897.426248,80,
1739820897.426869,80,
1739820897.42736,80,
1739820897.441994,325,
1739820897.441994,343,
1739820897.441994,301,
1739820897.982265,74,
1739820897.982812,74,
1739820897.983057,74,
1739820897.993088,338,
1739820897.993088,387,
1739820897.993088,338,
1739820897.99401,66,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.015426,87,
1739820898.024637,167,
1739820898.064866,538,
1739820898.076162,66,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.076258,54,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.076911,1874,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.091759,77,
1739820898.09217,77,
1739820898.092492,77,
1739820898.144024,81,
1739820898.144225,81,
1739820898.144378,81,
1739820898.146669,294,
1739820898.146669,325,
1739820898.146669,282,
1739820898.153116,396,
1739820898.155107,384,
1739820898.155107,498,
1739820898.156272,60,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.157482,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.157482,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.157482,1091,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.15756,54,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.161071,212,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.18795,218,
1739820898.206012,74,
1739820898.206193,74,
1739820898.232257,387,
1739820898.232257,338,
1739820898.234707,66,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.235442,66,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.238104,105,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.238734,1181,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.265151,80,
1739820898.265329,80,
1739820898.285973,195,
1739820898.285973,219,
1739820898.316163,66,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.316163,66,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.316571,54,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.316686,54,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.319609,283,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.32089,283,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.354582,60,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.511587,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.511587,1091,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.511587,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.511587,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.511587,1091,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.511587,1380,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.512495,54,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.512544,54,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.512572,54,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.513639,54,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.530339,212,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.531112,212,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.560612,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.560612,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.560642,66,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.56069,66,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.580946,1514,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.581004,66,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.593018,60,d698ceb0bfb9d5e2d268a6e765438ac53d9b577bd2cb6deaa9bf0121a969d305
1739820898.593102,54,226812eb1cdf9d52b30f9b359dd9a22bde6d9e389eb4f2e34e1013da3e279b2f
1739820898.71779,105,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.71779,105,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.719918,333,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.720474,6923,fe4c86e9396524dcce8edc390b375e31121d547ef595034db45b92d8367bc049
1739820898.720692,333,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.721074,6922,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.763175,95,
1739820898.76411,95,
1739820898.764848,95,
1739820898.771231,284,
1739820898.771231,223,
1739820898.772346,284,
1739820898.773096,66,1b67544fea883e257e890d267208dc9c7fca40936ed6b797ca167ec1852549fe
1739820898.796766,60,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.796766,60,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.796766,60,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.798488,60,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.798488,60,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.798488,60,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.920467,66,69917058fb454ac57df592720341ec145b84587ae67ba2fe28bd5fd73205d460
1739820898.921077,54,1b67544fea883e257e890d267208dc9c7fca40936ed6b797ca167ec1852549fe
1739820898.922639,1895,1b67544fea883e257e890d267208dc9c7fca40936ed6b797ca167ec1852549fe
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1514,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924515,1054,15169939aebc5120a3d8d0434c0355d48288501ba07dcbe9ec94dcc281754b7d
1739820898.924632,54,7e62958869282f22dc6a7365036fd3bf3c07db7775341018384b25960b7458fb
1739820898.975409,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.975409,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
1739820898.975409,1514,68694023fb7715e4481f76b68e30be133dda6ab8fe1f922ea4dcfb5735bbdabf
